FragmentID,NarrID,EntryDate,ServerEntryDate,T0 Example triad-Milk,T0 Example triad-Tea/Coffee,T0 Example triad-Sugar,T0 Example triad-X,T0 Example triad-Y,T0 Example triad-N/A,T1 People were-resourceful/persistent,T1 People were-future-focused,T1 People were-resilient/adaptable,T1 People were-X,T1 People were-Y,T1 People were-N/A,T2 People affected by-beliefs/traditional values,T2 People affected by-information,T2 People affected by-actions/events,T2 People affected by-X,T2 People affected by-Y,T2 People affected by-N/A,T3 What made things happen-government/institutions,T3 What made things happen-communities/your networks,T3 What made things happen-specific individuals,T3 What made things happen-X,T3 What made things happen-Y,T3 What made things happen-N/A,T4 Lesson applies to-past,T4 Lesson applies to-present,T4 Lesson applies to-future,T4 Lesson applies to-X,T4 Lesson applies to-Y,T4 Lesson applies to-N/A,T5 What people pursued-food security,T5 What people pursued-personal/property security,T5 What people pursued-community/family security,T5 What people pursued-X,T5 What people pursued-Y,T5 What people pursued-N/A,T6 What shaped events-trust,T6 What shaped events-understanding,T6 What shaped events-personal efforts,T6 What shaped events-X,T6 What shaped events-Y,T6 What shaped events-N/A,T7 What people value-ability to afford things,T7 What people value-ability to affect decisions,T7 What people value-ability to make choices,T7 What people value-X,T7 What people value-Y,T7 What people value-N/A,T8 Government was-stable,T8 Government was-fair/unbiased,T8 Government was-accessible,T8 Government was-X,T8 Government was-Y,T8 Government was-N/A,T9 People had-a sense of belonging,T9 People had-choices,T9 People had-confidence,T9 People had-X,T9 People had-Y,T9 People had-N/A,D1 People did-what they were born to do,D1 People did-brought up to do,D1 People did-X,D1 People did-N/A,Q1 Feeling,Q2 How common,Q3 Who should hear_everyone,Q3 Who should hear_NGOs,Q3 Who should hear_my friends and family,Q3 Who should hear_international community,Q3 Who should hear_my government,Q3 Who should hear_no one special,Q4 Who influenced_tv/radio,Q4 Who influenced_religious leaders,Q4 Who influenced_local government,Q4 Who influenced_manager/boss,Q4 Who influenced_celebrities,Q4 Who influenced_newspapers/magazines,Q4 Who influenced_teachers,Q4 Who influenced_doctors/nurses,Q4 Who influenced_police,Q4 Who influenced_politicians,Q4 Who influenced_no one special,Q4 Who influenced_peers and friends,Q4 Who influenced_parents,Q4 Who influenced_facebook/social computing,Q4 Who influenced_diaspora/community leaders,Q4 Who influenced_CSOs,Q4 Who influenced_opposition groups,Q4 Who influenced_central government,Q4 Who influenced_military,Q4 Who influenced_media,Q4 Who influenced_other,Q4 Who influenced: Other,Q5 Story involves_security,Q5 Story involves_education,Q5 Story involves_politics,Q5 Story involves_violence,Q5 Story involves_business/trade,Q5 Story involves_justice,Q5 Story involves_democracy,Q5 Story involves_environment,Q5 Story involves_corruption,Q5 Story involves_human rights,Q5 Story involves_poverty,Q5 Story involves_work/migration,Q5 Story involves_conflict,Q5 Story involves_relations with other countries,Q5 Story involves_cooperation,Q5 Story involves_other,Q5 Story involves: Other,Q6 Who impacted experience_ambitions for the future,Q6 Who impacted experience_disability,Q6 Who impacted experience_recreation/leisure activities,Q6 Who impacted experience_work/employment,Q6 Who impacted experience_calls for change,Q6 Who impacted experience_freedom of movement,Q6 Who impacted experience_utilities,Q6 Who impacted experience_personal security,Q6 Who impacted experience_failure,Q6 Who impacted experience_respect/tolerance,Q6 Who impacted experience_trust,Q6 Who impacted experience_freedom of speech,Q6 Who impacted experience_employment opportunities,Q6 Who impacted experience_other,Q6 WhoImpacted: Other,DQ1 Age,DQ2 Gender,DQ3 Education,DQ4 Travel abroad for_business,DQ4 Travel abroad for_studies/exchange programmes,DQ4 Travel abroad for_sport,DQ4 Travel abroad for_never travelled,DQ4 Travel abroad for_tourism,DQ4 Travel abroad for_visiting relatives/friends,DQ4 Travel abroad for_other,DQ4 Travel abroad for:Other,DQ5 Live,DQ8 LiveInRegion,DQ6 Who lives with you_husband/wife,DQ6 Who lives with you_children/child,DQ6 Who lives with you_parents/grandparents,DQ6 Who lives with you_other people,DQ6 Who lives with you_I live alone,DQ7 Daily expenses_wages/salary,DQ7 Daily expenses_pension and/or other types of social assistance,DQ7 Daily expenses_remittances,DQ7 Daily expenses_other (please specify),DQ7 Daily Expenditures,Your experience,StoryTitle,S1-how i see events-XRight,S1-how i see events-YTop,S1-how my family see events-XRight,S1-how my family see events-YTop,S1-how an outsider sees events-XRight,S1-how an outsider sees events-YTop,S1-how the government sees events-XRight,S1-how the government sees events-YTop,ProjectID,ApplicationName,Latitude,Longitude,Language
91dc4f0c-8fef-4e8a-8bff-132507076aa9,2,2015/12/18 20:45:17.948,2015/12/18 20:45:03.703,2.7022192,53.67347,43.624306,0.70461047,0.46481225,,,,,,,1,84.88245,5.5102077,9.607351,0.12362456,0.047718376,,9.214151,7.551018,83.23483,0.8701034,0.06539184,,31.920385,33.265305,34.81431,0.5144696,0.28807753,,7.4895115,9.591835,82.91865,0.8771457,0.083065294,,31.736422,30.816332,37.44725,0.52855414,0.2668694,,7.2495027,7.9591827,84.79132,0.8877091,0.068926506,,,,,,,1,8.022716,83.87755,8.099736,0.5003851,0.7263796,,0.90863633,0.09136364,0.09136364,,strongly negative,it's rare but happens occasionally,,1,,1,,,,,,,,1,,,,1,,,,1,,,,,,,,,1,,1,,,,,,,1,,,,,,,,1,,,,1,1,,,,,,,,,,20-24,male,postgraduate masters,,1,,,1,,,,urban area,Center,,,1,,,1,,,,,The situation on the election of the Prime Minister of Moldova which were proposed by the party oligarchic circles. This situation has aroused the interest of the work and the future development of Moldova. Our country has recently transformed into a bunch of problems where the dissidents sent to prison and the court is the Holy Inquisition.,Oligarhicheskaya Inquisition,,,,,,,,,foimoldova2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/47.0.2526.106 Safari/537.36,,,ru
337eb880-9121-432e-8790-846a5cf148cd,386,2016/01/27 21:06:59.166,2016/01/27 21:05:08.729,45.608223,46.734695,7.65708,0.3102443,0.40472248,,31.608517,27.55102,40.84047,0.54615974,0.23859182,,56.556774,20.612244,22.83098,0.33137104,0.17850205,,21.007767,61.42857,17.563665,0.4827795,0.5319714,,13.849096,70.81633,15.334575,0.5074274,0.6132694,,18.680948,13.2653055,68.05375,0.746864,0.114877544,,22.345797,21.428576,56.225628,0.6693992,0.18557145,,13.384883,72.44899,14.166133,0.50390625,0.62740815,,15.165569,69.591835,15.24259,0.5003851,0.6026653,,21.865772,18.163261,59.97097,0.69052595,0.15729387,,0.0031818151,0.9968182,0.9968182,,strongly positive,it's somewhat common,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,25-29,male,some university (no degree),,,1,,1,,,,urban area,Transnistria,,,1,,,1,,,,,"On the Dniester lived buregu guy in the dugout, his mother threw him right now 26. He roamed the forests in 16 years away from the settlements of the people. I noticed it from the banks of the Dniester in our area and decided with my friends to help him. We packed our things and food, and visited him. He lived with 9 dogs turned out he wants to work but too many people are deceived and credibility izchezla. We have written about its history in social networks. The result was that the new year, he met with family and friends.",Robinson neashel their homeland,0.18341619,0.31825656,0.1584162,0.36101973,0.18341619,0.19983554,0.10841619,0.17351973,foimoldova2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/48.0.2564.82 Safari/537.36,,,ru
874bb426-cbd0-4d70-987c-31498c72c202,387,2016/01/27 20:56:52.606,2016/01/27 20:55:02.184,20.401276,18.979591,60.619133,0.7010893,0.16436327,,64.67548,17.755104,17.569412,0.26446962,0.1537592,,60.598164,18.163261,21.238571,0.30320203,0.15729387,,16.788157,17.755104,65.45673,0.7433429,0.1537592,,67.30842,15.306121,17.385452,0.25038514,0.13255101,,16.277958,68.77551,14.94653,0.49334288,0.5955959,,18.726938,63.87755,17.395514,0.49334288,0.55317956,,16.752232,15.714288,67.53348,0.75390625,0.13608573,,18.640707,18.979591,62.3797,0.718695,0.16436327,,18.502739,67.14285,14.354409,0.47925836,0.58145714,,0.57045454,0.42954546,0.42954546,,strongly positive,it's somewhat common,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,25-29,male,complete technical/vocational,,,,,1,1,,,urban area,Transnistria,1,,,,,1,,,,,It was in the street watching the blonde behind the wheel of lipstick and dororgu not really looking at the moment the way the girl moved on rollers heart sank man ran up and dragged the girl right in front of Show Played Maps.,Girls steal behind the wheel!,0.18796165,0.2162829,0.18568893,0.8478618,0.14477983,0.60115135,,,foimoldova2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/48.0.2564.82 Safari/537.36,,,ru
3e03f642-9301-4967-a86f-71fb031b13c8,3,2015/12/03 20:44:24.261,2015/12/03 20:43:21.470,,,,,,1,42.97529,49.183674,7.84104,0.32432878,0.4259306,,,,,,,1,85.270485,7.551018,7.178496,0.10954005,0.06539184,,6.1859818,87.55102,6.263003,0.5003851,0.7581918,,,,,,,1,32.568558,34.081635,33.349808,0.50390625,0.29514694,,,,,,,1,33.384888,32.448975,34.166138,0.50390625,0.28100815,,7.6576605,7.1428604,85.19948,0.8877091,0.061857164,,0.9340909,0.06590909,0.06590909,,strongly positive,it's a one-time occurrence,1,1,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,1,,,,,,,,,20-24,female,complete secondary,1,,,,1,1,,,rural area,Transnistria,,,1,,,1,,,,,Recently my mayor won a renovation project of the Culture House of the village. It enjoyed this because the former mayor to two terms as mayor failed or did not want to. A project that encouraged me and showed me that my city is in good hands.,A good-primary guarantor of local success,,,,,,,,,foimoldova2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/46.0.2490.86 Safari/537.36,,,ro
59737395-2c17-4db2-a159-ffbc5989ce89,4,2015/12/03 22:13:02.498,2015/12/03 22:11:59.285,5.601039,6.326531,88.07243,0.912357,0.05478777,,6.3340135,87.95918,5.7068067,0.496864,0.7617265,,5.1008916,5.9183655,88.98074,0.9193992,0.051253047,,86.06669,8.775505,5.1578016,0.09545554,0.0759959,,5.165571,89.591835,5.242593,0.5003851,0.7758653,,6.621444,4.285721,89.092834,0.912357,0.03711431,,,,,,,1,5.665713,90.0,4.334287,0.49334288,0.7794,,,,,,,1,5.1095214,90.408165,4.4823146,0.496864,0.7829347,,0.9668182,0.033181816,0.033181816,,positive,it's rare but happens occasionally,,,,1,1,,,,,,,,,,,1,,,,,,,,1,,1,,,1,,1,,,,,,,,,,1,,,,,1,,,,1,,,,,,1,,,,,17-19,female,complete secondary,,,,,1,1,,,urban area,Center,,,1,,,1,,,,,Recently our community has gone a rally against the local government. This situation encouraged me to believe that change can come in our country. People have not lost civic spirit and love of country. Action encouraged me to be myself present at the rally to express my dissatisfaction and desire for change.,It has awakened the nation,0.18771355,0.68009865,0.4747295,0.67023027,0.46333998,0.27549344,0.16949032,0.18667763,foimoldova2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/46.0.2490.86 Safari/537.36,,,ro
6462bba6-4eb2-4de7-8cb6-fffff7571575,5,2015/12/03 21:21:06.667,2015/12/03 21:20:03.507,32.01236,34.4898,33.49784,0.5074274,0.29868165,,23.849096,50.816326,25.334576,0.5074274,0.4400694,,86.178795,7.1428604,6.6783504,0.1024978,0.061857164,,7.3975406,8.367348,84.23512,0.88418794,0.07246123,,33.47687,33.67347,32.849663,0.496864,0.29161227,,7.009486,6.326531,86.66399,0.89827245,0.05478777,,6.953442,7.1428604,85.9037,0.8947513,0.061857164,,,,,,,1,,,,,,1,6.538096,87.55102,5.9108887,0.496864,0.7581918,,0.99954545,4.5454546E-4,4.5454546E-4,,strongly positive,it's somewhat common,1,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,1,,,,1,,,,,,1,,,,,20-24,female,complete secondary,,,,,1,,,,rural area,Center,,,1,,,,,,1,părinții,In my locality promotes help for people and children. Many families have and care for orphanages. A united family offers a welcoming home. This school helps children to not feel inferior and must comply fully among students. This example taught me and gave me an example of doing good to help the needy.,A family for all,0.01231492,0.9333882,0.0145928245,0.7228619,0.025982346,0.6044408,0.03281606,0.86101973,foimoldova2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/46.0.2490.86 Safari/537.36,,,ro
8cfbe66a-05ba-4d09-817e-06078281ca2f,6,2015/12/03 21:54:05.339,2015/12/03 21:53:02.152,33.384888,32.448975,34.166138,0.50390625,0.28100815,,6.9462547,86.7347,6.3190475,0.496864,0.7511225,,5.841056,7.9591827,86.19977,0.9017936,0.068926506,,87.9954,6.326531,5.6780634,0.08841329,0.05478777,,6.1859818,87.55102,6.263003,0.5003851,0.7581918,,3.8404822,6.326531,89.832985,0.9299626,0.05478777,,,,,,,1,5.9258494,88.77551,5.2986426,0.496864,0.7687959,,6.538096,87.55102,5.9108887,0.496864,0.7581918,,85.6226,7.551018,6.8263826,0.10601892,0.06539184,,,,,1,positive,it's somewhat common,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,1,,,1,,,,,1,,,,1,,1,,,,,,,,,20-24,male,university degree,,1,,,,,,,urban area,Center,,,1,,,,,,1,...,Recently CCM was adopted at a law through which public money that was allocated for repairing sewage pipes mostly money was spent. But pipe repair was not performed. Such was the decision to find those who were responsible and if necessary be heard to come.,Corruption must be stopped,,,,,,,,,foimoldova2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/46.0.2490.86 Safari/537.36,,,ro
8e751239-93ee-4b91-bb98-f7436f4b27c9,7,2015/12/03 21:00:13.503,2015/12/03 20:59:10.373,7.37741,11.224487,81.398094,0.8701034,0.09720409,,7.0971622,15.306121,77.59671,0.8524978,0.13255101,,84.510216,8.367348,7.122444,0.11306118,0.07246123,,7.4535856,7.551018,84.9954,0.8877091,0.06539184,,6.39437,79.38776,14.2178755,0.5391175,0.687498,,10.01035,8.775505,81.21414,0.8560189,0.0759959,,10.474565,7.1428595,82.38257,0.85954005,0.061857164,,4.7286606,8.775505,86.49583,0.9088358,0.0759959,,6.70624,85.10204,8.191719,0.5074274,0.73698366,,9.418227,7.1428604,83.43891,0.8701034,0.061857164,,0.6177273,0.38227272,0.38227272,,negative,it's somewhat common,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,1,,,1,,,20-24,male,complete secondary,1,,,,,,,,rural area,Center,,,1,,,1,1,,,,In 2014 after a project win the home suedează by the mayor; The decision was build from an artificial mini-stadium. The project is supported financially by the district administration. In two months the stadium was inaugurated being ready by June. For 2 weeks everything was fine and dandy. According to the mayor's statement was Gatis stadium. Well now there is.,Moldavian-division European project.,,,,,,,,,foimoldova2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/46.0.2490.86 Safari/537.36,,,ro
f679115a-9ce6-47d5-b37f-189c5af9f9f0,8,2015/12/03 21:37:17.603,2015/12/03 21:36:14.344,6.3900633,87.14285,6.4670854,0.5003851,0.75465715,,,,,,,1,8.417943,6.326531,85.25552,0.88418794,0.05478777,,7.8617415,6.7346954,85.403564,0.8877091,0.05832244,,7.318486,83.87755,8.803966,0.5074274,0.7263796,,7.3544188,85.918365,6.727212,0.496864,0.74405307,,,,,,,1,85.97472,7.5510187,6.4742723,0.1024978,0.06539184,,6.953442,7.1428604,85.9037,0.8947513,0.061857164,,6.3972473,7.551018,86.051735,0.89827245,0.06539184,,0.9777273,0.022272727,0.022272727,,strongly negative,it's very common,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,20-24,female,incomplete technical/vocational,,,,,1,1,,,urban area,Center,,,,1,,1,,,,,One resident was sick go to the hospital was misdiagnosed. Following treatment the patient mistakenly felt increasingly worse. And after a readiagnosticare it was determined that in fact he was treated for another illness. Treatment therefore affecting other organs patient died.,Indifference and inability of medicine.,0.051039293,0.4169408,0.041927677,0.32483554,0.053317197,0.19654608,0.025982346,0.08799344,foimoldova2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML like Gecko) Chrome/46.0.2490.86 Safari/537.36,,,ro
2ad5b708-95c4-4f82-a30b-92462baa6901,491,2016/03/04 20:07:41.330,2016/03/04 20:06:18.452,33.532913,32.85715,33.609936,0.5003851,0.28454286,,51.890205,47.551014,0.5587793,0.24334288,0.4117918,,49.15522,0.20407867,50.640697,0.5074274,0.0017673358,,34.089115,32.448975,33.46191,0.496864,0.28100815,,33.124756,33.67347,33.20178,0.5003851,0.29161227,,1.5941358,46.734695,51.671165,0.7503851,0.40472248,,1.4921045,96.938774,1.569126,0.5003851,0.8394898,,1.8442187,96.938774,1.2170117,0.496864,0.8394898,,,,,,,1,95.16988,1.8367386,2.9933825,0.03911752,0.015906125,,0.014090896,0.9859091,0.9859091,,negative,it's somewhat common,,,,1,,,,,,1,,,,,,1,,,,,,,,1,,,,,1,1,1,,,1,,,1,1,1,,1,1,1,,,1,,,,1,,,,,,,1,,,,50-54,female,university degree,,,,,,1,,,urban area,Center,,1,,,,1,,,,,Passing through downtown had the opportunity to see how several minibuses were loading people to lead them in protests organized by PD. This outraged me because these people are not going to protest willingly but because they were paid or frightened.,Trips organized the protest.,0.70251995,0.4037829,0.75946754,0.31167763,0.41550398,0.5353619,0.7344106,0.5715461,foimoldova2015,SenseMaker New WebCollector; Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/48.0.2564.116 Safari/537.36,,,ro
